id,person_id,book_id,quantity,date
11496,8905,66711,4,2020-08-06
11497,2755,25460,1,2020-03-17
11498,2550,94362,1,2020-10-22
11499,7770,61295,3,2020-04-09
11500,2052,60146,5,2020-07-07
11501,4899,68717,3,2020-04-03
11502,613,36223,5,2020-04-08
11503,4732,30832,3,2020-05-08
11504,4606,510,2,2020-06-04
11505,118,75601,3,2020-12-04
11506,7180,73038,2,2020-08-26
11507,5003,11732,5,2020-09-10
11508,2490,51546,1,2020-03-18
11509,387,36650,4,2020-07-07
11510,9786,93343,1,2020-12-04
11511,8815,88199,1,2020-07-09
11512,9666,81290,4,2020-07-04
11513,607,61454,3,2020-05-18
11514,6328,18099,4,2020-01-08
11515,30,16854,1,2020-05-08
11516,924,17796,5,2020-01-22
11517,1969,76302,2,2020-08-08
11518,5660,49069,4,2020-12-16
11519,3223,38744,5,2020-07-12
11520,5973,10669,5,2020-01-18
11521,5119,62663,2,2020-12-04
11522,333,10209,3,2020-11-24
11523,1366,9947,2,2020-03-07
11524,6445,78733,1,2020-12-20
11525,640,32379,1,2020-06-09
11526,1168,64084,1,2020-01-07
11527,3477,79817,2,2020-03-19
11528,8333,49952,4,2020-06-03
11529,6712,33001,4,2020-04-04
11530,4051,36510,1,2020-11-08
11531,4290,63300,5,2020-06-26
11532,2933,63201,1,2020-11-25
11533,8139,71124,4,2020-08-02
11534,3915,32767,4,2020-11-01
11535,714,5978,1,2020-11-22
11536,6239,7671,5,2020-09-11
11537,2556,55702,2,2020-01-06
11538,6464,8013,1,2020-08-19
11539,1508,35630,5,2020-04-10
11540,7761,78174,1,2020-10-22
11541,4080,98498,1,2020-11-17
11542,7570,5300,1,2020-03-05
11543,5428,69223,4,2020-01-29
11544,7352,82588,2,2020-06-02
11545,6530,72335,3,2020-11-10
11546,1097,18426,3,2020-07-23
11547,5346,25345,5,2020-04-29
11548,5512,51076,5,2020-11-08
11549,4914,97552,3,2020-11-20
11550,6783,60521,5,2020-03-03
11551,55,22719,2,2020-03-27
11552,107,37516,4,2020-01-29
11553,1167,74912,2,2020-10-25
11554,8853,66570,2,2020-01-25
11555,3072,82809,2,2020-07-26
11556,8654,86065,5,2020-03-07
11557,3725,47001,2,2020-09-18
11558,3961,11923,4,2020-06-06
11559,733,46919,4,2020-04-06
11560,643,15578,4,2020-03-28
11561,3498,38486,5,2020-03-08
11562,9782,14407,1,2020-02-20
11563,3750,26270,2,2020-01-20
11564,4384,47705,4,2020-01-31
11565,8756,37573,2,2020-02-09
11566,7258,95507,4,2020-09-01
11567,9815,80639,3,2020-01-02
11568,7336,44276,5,2020-09-18
11569,2137,85881,1,2020-01-24
11570,7300,52602,5,2020-01-28
11571,9928,47718,4,2020-11-09
11572,8647,58511,5,2020-06-25
11573,8298,51036,1,2020-09-02
11574,5672,49638,3,2020-09-05
11575,7882,78709,1,2020-12-08
11576,9763,68272,3,2020-12-25
11577,5987,10079,2,2020-05-04
11578,9850,59123,3,2020-06-13
11579,4970,55683,3,2020-08-18
11580,4245,41810,3,2020-10-20
11581,3135,2523,2,2020-08-23
11582,7487,25339,3,2020-08-02
11583,9388,86166,1,2020-07-05
11584,8662,26352,5,2020-04-01
11585,4453,93847,1,2020-04-21
11586,7365,85374,3,2020-07-05
11587,4551,37682,1,2020-07-30
11588,9548,26717,1,2020-05-23
11589,9546,80194,2,2020-02-28
11590,9285,47666,4,2020-03-04
11591,3534,37284,5,2020-03-30
11592,3815,22602,2,2020-10-19
11593,235,86898,3,2020-06-28
11594,4605,80946,5,2020-02-22
11595,3994,78242,1,2020-09-25
11596,3481,36324,3,2020-11-06
11597,9176,38286,1,2020-12-19
11598,3763,10530,2,2020-08-10
11599,7294,74223,2,2020-10-09
11600,4910,32540,2,2020-11-27
11601,7430,81343,2,2020-06-18
11602,953,38077,2,2020-06-08
11603,5845,64982,2,2020-07-27
11604,3566,51085,2,2020-02-21
11605,199,89259,3,2020-02-19
11606,5569,96773,4,2020-08-20
11607,9848,76474,4,2020-08-25
11608,8925,24405,2,2020-05-19
11609,6343,58832,5,2020-04-28
11610,7028,3878,4,2020-11-16
11611,9781,76972,3,2020-04-17
11612,5806,36464,3,2020-05-03
11613,8128,53031,2,2020-04-09
11614,7842,51967,2,2020-11-13
11615,738,69308,5,2020-10-25
11616,5871,39875,1,2020-08-10
11617,2296,9427,5,2020-05-26
11618,2279,47284,4,2020-03-15
11619,258,27606,4,2020-07-25
11620,7481,80850,5,2020-05-18
11621,2292,57218,5,2020-08-19
11622,5536,16443,1,2020-11-25
11623,8392,63144,4,2020-11-16
11624,5246,17807,1,2020-01-31
11625,1355,81099,5,2020-12-23
11626,1492,7332,2,2020-06-04
11627,1965,59950,4,2020-03-01
11628,6914,40887,3,2020-10-12
11629,8888,66798,1,2020-02-26
11630,9373,13466,3,2020-07-29
11631,228,23680,1,2020-08-02
11632,8605,13255,3,2020-08-24
11633,8926,6529,3,2020-08-15
11634,8133,55394,3,2020-08-21
11635,8068,980,1,2020-09-24
11636,4146,65357,4,2020-11-06
11637,2377,36852,4,2020-09-28
11638,8062,59675,4,2020-03-19
11639,7995,29534,3,2020-05-09
11640,911,78644,2,2020-07-09
11641,4058,89853,3,2020-10-12
11642,8915,92507,1,2020-06-01
11643,3031,85435,2,2020-11-04
11644,3368,81233,5,2020-04-29
11645,3442,26679,3,2020-12-04
11646,7365,36268,1,2020-05-10
11647,7470,29873,3,2020-01-26
11648,9029,41963,3,2020-12-14
11649,50,74164,5,2020-03-29
11650,8509,28513,1,2020-02-14
11651,298,13041,3,2020-09-24
11652,2918,35666,3,2020-09-26
11653,4705,86592,3,2020-08-26
11654,8022,2709,2,2020-08-04
11655,6792,9412,2,2020-11-03
11656,6610,3484,2,2020-05-25
11657,4932,54258,4,2020-03-17
11658,9509,34197,5,2020-10-27
11659,2513,50861,4,2020-12-26
11660,3995,66572,5,2020-04-03
11661,4563,74449,1,2020-01-02
11662,7668,81562,1,2020-06-11
11663,1131,84254,5,2020-09-26
11664,9361,49231,3,2020-01-01
11665,3055,84827,1,2020-12-10
11666,9227,38470,4,2020-08-08
11667,6662,12236,1,2020-11-23
11668,3822,62305,2,2020-03-02
11669,362,27016,3,2020-02-05
11670,6130,21671,5,2020-03-16
11671,647,41614,3,2020-06-07
11672,2308,68115,1,2020-06-02
11673,6983,385,4,2020-01-12
11674,8368,36190,2,2020-10-14
11675,8946,92106,5,2020-08-24
11676,2978,42247,5,2020-10-31
11677,1326,98856,3,2020-04-08
11678,627,15480,5,2020-08-08
11679,57,50274,4,2020-04-02
11680,7656,49237,4,2020-10-20
11681,7378,97287,5,2020-10-31
11682,7303,4681,5,2020-05-04
11683,1534,62474,1,2020-09-29
11684,3514,66930,4,2020-10-09
11685,424,82152,4,2020-07-14
11686,6282,39533,3,2020-10-15
11687,6895,15011,2,2020-01-11
11688,7322,25863,1,2020-07-19
11689,8358,70035,2,2020-06-30
11690,3930,8349,2,2020-03-14
11691,6168,38991,2,2020-06-02
11692,2963,87533,5,2020-02-25
11693,7185,97436,5,2020-10-15
11694,1858,23694,5,2020-08-07
11695,4361,38233,1,2020-11-10
11696,3316,72268,5,2020-01-06
11697,194,51010,1,2020-07-15
11698,7978,19796,3,2020-10-26
11699,5452,10958,4,2020-11-03
11700,9585,78397,2,2020-04-24
11701,665,45400,1,2020-03-16
11702,6065,39354,1,2020-10-19
11703,6652,71300,1,2020-05-21
11704,3498,71386,2,2020-04-26
11705,7140,63093,3,2020-12-19
11706,760,20772,5,2020-01-03
11707,702,68111,1,2020-11-27
11708,6023,29128,2,2020-02-18
11709,1074,68200,5,2020-02-16
11710,30,82316,2,2020-01-19
11711,4249,61469,5,2020-06-05
11712,8911,23124,5,2020-04-04
11713,3393,78634,3,2020-02-04
11714,1481,1053,2,2020-10-06
11715,1864,94606,1,2020-10-22
11716,963,71105,1,2020-12-21
11717,4480,6227,1,2020-06-21
11718,3710,99570,1,2020-03-24
11719,7154,70438,4,2020-07-22
11720,6887,77412,1,2020-04-25
11721,383,38384,1,2020-09-30
11722,4803,18118,5,2020-04-04
11723,7688,84361,2,2020-03-05
11724,947,63329,2,2020-09-30
11725,5722,90924,2,2020-07-28
11726,7043,84718,1,2020-10-19
11727,6329,72229,4,2020-02-09
11728,4592,7032,4,2020-09-16
11729,1842,54861,2,2020-02-14
11730,1141,65410,5,2020-07-16
11731,3791,2415,3,2020-05-07
11732,8215,10955,1,2020-06-23
11733,8145,4715,4,2020-10-06
11734,5419,49705,1,2020-01-26
11735,1987,93654,3,2020-07-12
11736,2701,30641,2,2020-02-18
11737,1063,92631,5,2020-07-07
11738,6382,52578,4,2020-12-04
11739,1620,6934,4,2020-03-16
11740,8457,4266,4,2020-06-11
11741,4367,39111,4,2020-09-30
11742,8523,88478,1,2020-05-05
11743,5683,35167,5,2020-12-11
11744,1358,64562,3,2020-08-03
11745,1730,47184,3,2020-03-28
11746,305,19597,4,2020-12-24
11747,4857,30644,5,2020-05-02
11748,4930,41579,1,2020-04-26
11749,1865,93489,5,2020-05-06
11750,5553,60667,1,2020-10-06
11751,808,92770,5,2020-01-14
11752,4261,17622,5,2020-03-03
11753,2113,81729,3,2020-06-30
11754,729,8177,2,2020-08-14
11755,8054,79872,3,2020-02-19
11756,7259,99270,5,2020-01-22
11757,3697,78025,4,2020-04-06
11758,4117,85504,1,2020-03-30
11759,7149,53469,5,2020-02-15
11760,8557,52312,4,2020-08-12
11761,5543,43252,4,2020-01-29
11762,7418,21271,2,2020-03-04
11763,6308,86313,1,2020-10-15
11764,2664,14768,3,2020-01-14
11765,3750,95689,4,2020-05-10
11766,9530,72603,5,2020-03-09
11767,1045,43142,2,2020-02-26
11768,7872,41811,3,2020-06-08
11769,9082,91729,1,2020-10-21
11770,6347,92704,5,2020-01-17
11771,6214,75180,4,2020-04-26
11772,2466,18540,3,2020-11-07
11773,484,71818,5,2020-06-06
11774,3636,64151,3,2020-08-29
11775,281,13103,4,2020-01-17
11776,3197,26848,5,2020-12-16
11777,9545,92528,5,2020-09-17
11778,9870,23371,3,2020-08-09
11779,8202,32699,5,2020-05-20
11780,3632,41571,5,2020-08-21
11781,5731,84483,3,2020-05-10
11782,6255,46891,2,2020-01-07
11783,3021,56646,3,2020-05-17
11784,4350,92935,1,2020-04-08
11785,8259,89364,4,2020-06-23
11786,7924,4351,4,2020-11-23
11787,776,92734,5,2020-03-23
11788,6995,43465,3,2020-06-21
11789,2622,82106,2,2020-04-21
11790,796,13976,2,2020-10-26
11791,1391,54785,4,2020-03-28
11792,8136,91230,4,2020-06-27
11793,6562,23728,5,2020-05-01
11794,81,56500,1,2020-08-19
11795,1609,41461,4,2020-01-11
11796,572,9242,3,2020-03-28
11797,7751,95286,2,2020-12-25
11798,6598,42245,2,2020-10-14
11799,8381,7706,2,2020-11-23
11800,6609,2778,5,2020-05-10
11801,852,13610,5,2020-03-12
11802,1409,66945,3,2020-12-24
11803,9050,57916,5,2020-09-01
11804,7049,19730,2,2020-09-13
11805,1019,67091,2,2020-01-27
11806,2956,95463,2,2020-05-20
11807,9961,26171,3,2020-05-29
11808,7300,9262,5,2020-10-05
11809,3018,26428,2,2020-10-27
11810,9561,52334,2,2020-07-30
11811,3274,31704,5,2020-10-20
11812,1150,25980,1,2020-06-02
11813,1274,11620,1,2020-10-02
11814,1683,77215,1,2020-07-22
11815,212,71958,2,2020-03-12
11816,9285,59685,3,2020-03-07
11817,4428,18336,2,2020-06-19
11818,1186,88049,1,2020-11-08
11819,4364,65584,1,2020-11-25
11820,8965,89244,5,2020-09-06
11821,8569,77589,1,2020-06-17
11822,1985,60554,2,2020-01-01
11823,6756,74478,2,2020-05-10
11824,2585,16149,5,2020-10-03
11825,4412,18155,5,2020-11-24
11826,1433,22638,4,2020-05-07
11827,5604,23448,3,2020-10-15
11828,5826,70332,5,2020-10-27
11829,6239,33962,1,2020-10-28
11830,268,66452,5,2020-03-15
11831,104,61382,4,2020-12-04
11832,586,57635,3,2020-01-09
11833,6065,99637,5,2020-09-08
11834,8156,49360,4,2020-01-10
11835,8978,73953,1,2020-02-19
11836,7767,29491,2,2020-01-23
11837,3122,50080,4,2020-11-12
11838,4178,45375,1,2020-09-16
11839,941,37058,4,2020-02-16
11840,6268,21378,1,2020-08-13
11841,4297,76267,5,2020-11-11
11842,2457,12432,5,2020-06-02
11843,814,46382,3,2020-05-17
11844,6167,31046,4,2020-12-09
11845,1292,7222,2,2020-07-13
11846,8405,91297,3,2020-11-30
11847,5837,99016,4,2020-01-23
11848,8057,9362,2,2020-08-12
11849,4826,38571,1,2020-11-22
11850,7593,25868,4,2020-07-24
11851,3505,24753,5,2020-03-16
11852,8819,90643,3,2020-07-31
11853,286,48149,2,2020-09-19
11854,7123,50402,3,2020-04-06
11855,985,51375,3,2020-03-27
11856,173,24791,2,2020-09-11
11857,7230,57897,1,2020-02-02
11858,3867,51119,4,2020-10-21
11859,4325,54606,2,2020-02-20
11860,8759,13979,1,2020-02-29
11861,8559,75625,1,2020-05-06
11862,6207,96630,5,2020-08-31
11863,5459,98745,1,2020-08-12
11864,3542,16332,5,2020-03-30
11865,6271,33096,1,2020-09-28
11866,267,40118,5,2020-08-15
11867,4781,37870,3,2020-03-28
11868,9277,81793,2,2020-02-26
11869,7111,66768,2,2020-07-26
11870,5368,66951,4,2020-04-03
11871,4337,33814,3,2020-01-30
11872,3756,62633,5,2020-06-17
11873,2778,1233,1,2020-05-25
11874,3065,99103,4,2020-10-01
11875,5108,72661,2,2020-10-21
11876,6368,29415,5,2020-01-21
11877,3779,79865,4,2020-11-05
11878,8010,5173,5,2020-05-25
11879,8688,97435,3,2020-01-20
11880,8727,74776,1,2020-08-19
11881,620,22614,3,2020-05-14
11882,9744,52720,2,2020-05-28
11883,4467,48831,2,2020-07-25
11884,9308,96790,1,2020-09-19
11885,1361,52821,2,2020-01-10
11886,9964,6492,4,2020-05-16
11887,491,15908,4,2020-12-20
11888,7458,40949,3,2020-07-05
11889,771,75288,4,2020-08-17
11890,5163,7160,5,2020-09-10
11891,5719,65318,3,2020-07-15
11892,5859,33854,2,2020-08-22
11893,393,29490,1,2020-02-23
11894,4449,83089,5,2020-11-21
11895,1383,58235,5,2020-11-23
11896,5008,93028,4,2020-12-09
11897,708,34364,2,2020-07-23
11898,4163,91931,4,2020-06-09
11899,8370,25731,2,2020-08-25
11900,3897,74976,2,2020-07-02
11901,7673,30957,5,2020-07-13
11902,3128,17565,1,2020-08-22
11903,9885,28252,1,2020-10-17
11904,6072,4525,1,2020-09-23
11905,6082,12073,3,2020-02-27
11906,8465,99900,4,2020-01-24
11907,2279,34273,2,2020-07-18
11908,8204,51197,3,2020-01-04
11909,5898,31222,2,2020-01-01
11910,5460,69517,1,2020-08-12
11911,8677,36614,3,2020-08-14
11912,9575,64200,3,2020-12-18
11913,7129,21131,1,2020-05-03
11914,3827,17424,4,2020-03-31
11915,1842,20811,4,2020-07-24
11916,9030,22913,1,2020-01-07
11917,4155,5598,1,2020-09-23
11918,2078,48806,1,2020-03-18
11919,2354,33506,2,2020-07-28
11920,6203,74476,3,2020-09-21
11921,2738,62271,5,2020-05-15
11922,51,70908,4,2020-04-14
11923,911,934,5,2020-05-10
11924,1322,35885,2,2020-06-26
11925,9326,35931,3,2020-06-17
11926,3891,76692,4,2020-04-20
11927,8293,51571,3,2020-01-08
11928,4330,96649,3,2020-05-04
11929,4451,6949,5,2020-05-09
11930,820,28608,2,2020-10-23
11931,4301,52701,4,2020-06-19
11932,8954,38327,1,2020-05-01
11933,9344,55963,2,2020-07-24
11934,1782,66158,1,2020-10-20
11935,429,49927,3,2020-08-15
11936,3514,66373,2,2020-07-22
11937,2743,11095,5,2020-06-30
11938,2865,49870,4,2020-09-22
11939,7444,53715,4,2020-04-14
11940,301,99153,5,2020-03-13
11941,7400,13749,5,2020-12-02
11942,5292,55174,1,2020-09-29
11943,8938,52832,2,2020-12-15
11944,8687,22938,1,2020-06-14
11945,3514,36901,2,2020-07-15
11946,9170,16879,1,2020-06-21
11947,3964,52909,1,2020-08-31
11948,5764,94172,1,2020-03-24
11949,5640,57581,5,2020-11-17
11950,3461,7702,2,2020-01-28
11951,7790,67912,4,2020-03-08
11952,8090,70013,4,2020-06-23
11953,1124,1765,2,2020-09-13
11954,7228,89456,3,2020-02-24
11955,8526,36020,3,2020-02-17
11956,3532,50465,1,2020-08-14
11957,833,87297,4,2020-10-13
11958,2110,9947,2,2020-03-22
11959,3130,6187,1,2020-06-11
11960,80,12457,5,2020-02-12
11961,168,5436,2,2020-09-12
11962,6454,14739,1,2020-05-30
11963,5194,67826,2,2020-11-18
11964,7545,80832,1,2020-06-26
11965,3828,53178,1,2020-07-07
11966,4073,94463,4,2020-06-01
11967,4404,8355,5,2020-02-22
11968,7551,60313,1,2020-07-20
11969,1489,65587,4,2020-04-12
11970,9585,97716,3,2020-11-08
11971,3138,89428,5,2020-05-17
11972,1853,76202,4,2020-10-08
11973,7856,86775,1,2020-11-09
11974,3552,65347,2,2020-11-12
11975,9714,38028,2,2020-11-13
11976,1325,49239,5,2020-03-10
11977,6285,23569,3,2020-09-17
11978,6671,32282,1,2020-05-18
11979,6043,83289,4,2020-02-16
11980,9417,55739,5,2020-04-03
11981,4563,5595,3,2020-03-22
11982,2706,35914,1,2020-10-04
11983,1187,30363,3,2020-12-07
11984,637,70030,1,2020-09-13
11985,7927,55745,4,2020-02-27
11986,3316,37231,4,2020-04-13
11987,9675,26806,1,2020-05-13
11988,3257,13697,5,2020-01-22
11989,3817,13937,1,2020-08-25
11990,5917,46130,5,2020-12-24
11991,5069,53938,5,2020-11-27
11992,3918,3790,1,2020-07-15
11993,8021,8421,3,2020-04-18
11994,3185,16907,3,2020-09-09
11995,6528,38921,3,2020-09-26
11996,8526,86218,3,2020-08-06
11997,4318,85988,2,2020-08-23
11998,186,84416,1,2020-09-21
11999,730,64774,1,2020-04-01
12000,6330,40351,4,2020-08-31
12001,5495,59220,3,2020-04-30
12002,3295,30963,5,2020-06-27
12003,7987,61414,3,2020-10-20
12004,1288,41728,3,2020-08-29
12005,3883,10907,4,2020-01-16
12006,3399,66177,2,2020-11-19
12007,9817,98401,2,2020-11-17
12008,9214,59302,3,2020-06-14
12009,4236,70107,5,2020-04-16
12010,4044,44720,5,2020-02-07
12011,3328,37866,5,2020-04-12
12012,5,63692,3,2020-01-24
12013,4005,71842,5,2020-02-21
12014,7024,92935,1,2020-06-10
12015,9622,18587,5,2020-02-12
12016,7963,53135,3,2020-08-19
12017,5169,61392,3,2020-05-29
12018,9448,34651,3,2020-06-11
12019,7799,93206,3,2020-07-10
12020,8320,58593,2,2020-08-19
12021,6878,7774,2,2020-12-23
12022,8900,82538,1,2020-09-09
12023,6027,50453,3,2020-05-18
12024,9260,60082,1,2020-11-04
12025,5253,99924,4,2020-09-24
12026,3615,40067,5,2020-02-24
12027,6518,58932,3,2020-03-18
12028,8352,89751,3,2020-08-05
12029,5585,60604,5,2020-05-03
12030,2730,2637,1,2020-08-03
12031,7209,84463,1,2020-10-04
12032,6970,83397,1,2020-10-06
12033,5512,14577,1,2020-06-05
12034,9506,22140,3,2020-06-14
12035,3480,98614,2,2020-11-02
12036,2903,81685,3,2020-12-13
12037,8686,28913,2,2020-04-28
12038,8703,68747,2,2020-06-10
12039,6733,47278,1,2020-04-07
12040,6475,2909,5,2020-05-12
12041,7011,8810,5,2020-03-09
12042,4780,14444,3,2020-09-21
12043,6456,94050,3,2020-01-15
12044,2945,31513,3,2020-04-11
12045,4706,83768,5,2020-11-24
12046,2942,87160,4,2020-06-09
12047,292,13095,4,2020-12-21
12048,4458,14304,4,2020-03-31
12049,4120,97714,4,2020-10-16
12050,1685,27705,2,2020-08-02
12051,6636,71674,1,2020-10-07
12052,7008,40489,4,2020-01-18
12053,1513,67528,1,2020-09-19
12054,3262,53244,2,2020-08-10
12055,5431,87033,4,2020-04-22
12056,8234,71811,5,2020-01-27
12057,301,52191,3,2020-03-03
12058,2024,99862,5,2020-09-09
12059,2043,52069,4,2020-05-09
12060,1729,76952,2,2020-08-17
12061,911,73613,4,2020-05-11
12062,1502,66295,5,2020-09-04
12063,1878,89793,2,2020-03-04
12064,1114,11830,2,2020-10-23
12065,127,3652,3,2020-02-01
12066,7837,50111,3,2020-09-24
12067,114,4090,2,2020-09-11
12068,4556,22104,4,2020-09-18
12069,3404,72098,3,2020-04-25
12070,3463,35068,1,2020-10-22
12071,762,71020,3,2020-05-07
12072,1414,39186,5,2020-10-09
12073,2127,8727,4,2020-08-26
12074,3733,81392,1,2020-07-27
12075,5012,15295,5,2020-06-18
12076,9630,99967,1,2020-12-02
12077,908,67422,4,2020-01-06
12078,7989,54634,5,2020-03-17
12079,4139,68654,4,2020-03-25
12080,8337,29740,1,2020-10-29
12081,7469,30153,2,2020-06-16
12082,9766,3750,3,2020-01-24
12083,7369,24820,3,2020-12-14
12084,8787,97988,4,2020-02-14
12085,1844,69642,4,2020-01-24
12086,9555,39281,3,2020-11-29
12087,8510,50846,4,2020-03-20
12088,167,1765,2,2020-06-14
12089,2576,30941,2,2020-11-27
12090,303,80463,3,2020-12-27
12091,2806,7749,5,2020-04-16
12092,5895,77862,3,2020-03-06
12093,41,4066,4,2020-02-12
12094,28,35395,5,2020-01-27
12095,1964,51987,5,2020-03-03
12096,2498,13907,4,2020-06-28
12097,7032,4314,5,2020-05-30
12098,5500,15502,4,2020-09-25
12099,5686,13753,1,2020-08-30
12100,7343,52556,2,2020-12-12
12101,6963,66198,1,2020-04-13
12102,8870,64182,5,2020-06-05
12103,4431,90377,4,2020-09-26
12104,8673,38208,3,2020-09-25
12105,6846,33448,4,2020-06-18
12106,8612,39124,4,2020-07-23
12107,8565,58715,1,2020-01-27
12108,3618,63720,3,2020-10-13
12109,9521,172,5,2020-07-18
12110,8497,50483,5,2020-03-26
12111,5652,27072,5,2020-12-23
12112,8536,31607,5,2020-07-16
12113,1043,58469,4,2020-07-14
12114,7666,26605,1,2020-03-05
12115,759,73788,5,2020-11-12
12116,7472,38816,2,2020-10-06
12117,6464,97,4,2020-08-13
12118,2780,93184,3,2020-08-26
12119,2034,56385,5,2020-12-22
12120,5108,33022,5,2020-02-15
12121,2587,64547,1,2020-06-06
12122,3647,61584,3,2020-06-03
12123,5649,82067,3,2020-06-09
12124,4031,62144,5,2020-01-27
12125,8836,18152,5,2020-07-06
12126,7578,33426,3,2020-02-10
12127,3100,20816,4,2020-05-22
12128,6599,71106,1,2020-05-05
12129,7618,64243,1,2020-02-13
12130,2926,14061,3,2020-01-18
12131,8569,2754,1,2020-09-07
12132,427,4176,3,2020-01-01
12133,8565,49562,3,2020-07-20
12134,2074,80151,3,2020-01-18
12135,145,49395,5,2020-10-26
12136,902,99423,5,2020-03-24
12137,4234,49849,5,2020-09-21
12138,194,30776,1,2020-12-16
12139,6575,65494,4,2020-08-29
12140,1796,56620,1,2020-03-01
12141,9514,65132,2,2020-08-16
12142,4802,3876,3,2020-01-20
12143,7336,22211,2,2020-01-28
12144,1231,22386,4,2020-11-08
12145,3353,19129,3,2020-12-01
12146,4391,96776,5,2020-09-28
12147,8978,56867,5,2020-11-15
12148,5898,96989,2,2020-08-13
12149,7072,33158,5,2020-08-11
12150,2492,5218,4,2020-07-31
12151,9396,26080,5,2020-08-23
12152,9408,59403,3,2020-06-03
12153,8367,53406,2,2020-03-20
12154,6169,67367,5,2020-09-19
12155,7121,20746,1,2020-05-07
12156,9817,92046,2,2020-05-09
12157,798,41815,4,2020-03-12
12158,5017,30289,3,2020-11-23
12159,9350,39037,1,2020-08-30
12160,8235,49773,2,2020-11-27
12161,7583,32988,1,2020-03-06
12162,197,60275,2,2020-07-27
12163,5580,90478,4,2020-06-09
12164,3961,72754,5,2020-08-03
12165,401,8677,1,2020-03-24
12166,4347,90606,3,2020-01-07
12167,3229,74354,4,2020-01-06
12168,8603,87401,1,2020-03-01
12169,4858,22191,3,2020-08-21
12170,9127,37527,2,2020-11-14
12171,873,64513,3,2020-03-02
12172,1065,48061,5,2020-08-27
12173,6728,20947,2,2020-04-03
12174,2465,69947,2,2020-01-03
12175,7381,99525,1,2020-03-09
12176,6525,65154,3,2020-08-17
12177,7184,81921,3,2020-02-26
12178,7406,97692,3,2020-11-16
12179,2051,98277,5,2020-05-08
12180,5115,41677,2,2020-07-25
12181,3483,5168,1,2020-04-09
12182,5485,41899,5,2020-06-12
12183,9680,73299,5,2020-10-16
12184,2164,25619,4,2020-09-28
12185,7565,75666,3,2020-06-09
12186,5753,22679,1,2020-07-10
12187,4816,28171,3,2020-04-30
12188,34,96782,4,2020-01-31
12189,9369,1068,3,2020-03-19
12190,6625,25632,4,2020-05-30
12191,2408,88058,1,2020-09-01
12192,3263,9524,5,2020-05-09
12193,5947,38694,1,2020-11-23
12194,322,92382,2,2020-12-02
12195,3396,30208,5,2020-12-07
12196,7262,5104,1,2020-06-29
12197,9337,29810,5,2020-01-29
12198,5841,47164,3,2020-10-12
12199,4830,88536,2,2020-03-02
12200,6381,73098,2,2020-07-15
12201,8459,10205,3,2020-03-11
12202,5135,89149,2,2020-07-28
12203,7418,15644,4,2020-02-27
12204,8541,9394,1,2020-02-19
12205,5747,18099,1,2020-06-20
12206,8637,13629,3,2020-07-10
12207,6985,76205,4,2020-08-12
12208,4390,61800,5,2020-01-15
12209,2542,68686,4,2020-12-08
12210,4543,37003,3,2020-10-09
12211,3956,80492,2,2020-01-03
12212,6197,55818,1,2020-02-22
12213,5665,94132,1,2020-06-26
12214,6053,25394,4,2020-01-10
12215,788,61021,5,2020-08-01
12216,3225,31652,3,2020-04-02
12217,6142,41170,2,2020-09-09
12218,5267,98173,5,2020-06-24
12219,5441,69604,5,2020-04-05
12220,938,86528,2,2020-02-23
12221,2390,90754,3,2020-11-24
12222,727,22957,4,2020-05-12
12223,1985,33109,2,2020-09-08
12224,1101,64922,3,2020-04-17
12225,9951,60508,1,2020-04-21
12226,4274,83277,3,2020-04-02
12227,3665,40817,1,2020-04-17
12228,551,68590,3,2020-08-16
12229,1791,1561,3,2020-07-02
12230,427,10464,3,2020-12-08
12231,9002,936,2,2020-12-19
12232,7018,7538,4,2020-10-29
12233,8322,99669,1,2020-08-04
12234,7879,75491,1,2020-10-09
12235,9015,1202,1,2020-05-16
12236,5171,96970,4,2020-01-31
12237,8817,94362,4,2020-10-29
12238,2590,97599,5,2020-12-14
12239,139,61324,1,2020-09-28
12240,3471,46029,5,2020-03-26
12241,1269,47465,3,2020-05-05
12242,5881,72287,3,2020-04-21
12243,8946,45605,3,2020-02-16
12244,4288,67375,3,2020-11-28
12245,4245,11711,2,2020-07-20
12246,834,53819,2,2020-03-27
12247,9798,20719,2,2020-05-03
12248,3595,23157,5,2020-11-24
12249,1042,68964,2,2020-01-09
12250,7196,91915,3,2020-05-02
12251,538,1161,2,2020-01-08
12252,5126,28143,2,2020-04-29
12253,994,67102,5,2020-05-10
12254,179,33664,5,2020-01-28
12255,4213,70924,2,2020-01-18
12256,1422,19863,4,2020-11-07
12257,2616,13468,1,2020-09-18
12258,1011,46619,4,2020-03-05
12259,7726,95637,3,2020-01-06
12260,2872,49015,3,2020-06-26
12261,5433,51013,2,2020-11-25
12262,9528,43011,1,2020-10-04
12263,3488,26160,4,2020-06-06
12264,7917,30437,5,2020-12-24
12265,4574,76961,4,2020-04-14
12266,4622,71714,5,2020-01-24
12267,4629,15957,4,2020-07-24
12268,1240,72261,3,2020-05-04
12269,5685,85321,3,2020-01-22
12270,6754,43688,1,2020-07-29
12271,5810,30028,4,2020-05-16
12272,6274,53163,4,2020-11-07
12273,7680,99056,5,2020-05-30
12274,5169,1592,1,2020-01-14
12275,421,60737,5,2020-06-03
12276,1299,75713,4,2020-03-20
12277,9026,71878,2,2020-04-11
12278,4411,50644,4,2020-07-15
